"(512, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",0.3458480724157431
"(512, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",0.16723794996356353
"(512, 2048, 64, 1, 8193, 4, 0.1, 1e-05)",0.34360188723374635
"(512, 2048, 64, 1, 8193, 4, 0.1, 0.0001)",0.15546361977855364
"(512, 2048, 64, 2, 8193, 2, 0.1, 1e-05)",0.3003726995144135
"(512, 2048, 64, 2, 8193, 2, 0.1, 0.0001)",0.13829092920208588
"(512, 2048, 64, 2, 8193, 4, 0.1, 1e-05)",0.31176047332775897
"(512, 2048, 64, 2, 8193, 4, 0.1, 0.0001)",0.14036556982841247
"(512, 2048, 128, 1, 8193, 2, 0.1, 1e-05)",0.37836636698398834
"(512, 2048, 128, 1, 8193, 2, 0.1, 0.0001)",0.16851064515037414
"(512, 2048, 128, 1, 8193, 4, 0.1, 1e-05)",0.3600348039315297
"(512, 2048, 128, 1, 8193, 4, 0.1, 0.0001)",0.16106249372928572
"(512, 2048, 128, 2, 8193, 2, 0.1, 1e-05)",0.31868823942465657
"(512, 2048, 128, 2, 8193, 2, 0.1, 0.0001)",0.13783811539029464
"(512, 2048, 128, 2, 8193, 4, 0.1, 1e-05)",0.3115918496862436
"(512, 2048, 128, 2, 8193, 4, 0.1, 0.0001)",0.12589907464690697
"(512, 2048, 256, 1, 8193, 2, 0.1, 1e-05)",0.3910534748664269
"(512, 2048, 256, 1, 8193, 2, 0.1, 0.0001)",0.1973302721595153
"(512, 2048, 256, 1, 8193, 4, 0.1, 1e-05)",0.37167718108647907
"(512, 2048, 256, 1, 8193, 4, 0.1, 0.0001)",0.18372949356069931
"(512, 2048, 256, 2, 8193, 2, 0.1, 1e-05)",0.33311521242826414
"(512, 2048, 256, 2, 8193, 2, 0.1, 0.0001)",0.1606239588596882
"(512, 2048, 256, 2, 8193, 4, 0.1, 1e-05)",0.3156155477731656
"(512, 2048, 256, 2, 8193, 4, 0.1, 0.0001)",0.15162629643693948
"(512, 4096, 64, 1, 8193, 2, 0.1, 1e-05)",0.2568563098708789
"(512, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",0.16485071335083398
"(512, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",0.23846232986603028
"(512, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",0.1404460364809403
"(512, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",0.2250326337913672
"(512, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",0.9542891123355963
"(512, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",0.21319969944082773
"(512, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",0.18178012212499595
"(512, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",0.27562064944933623
"(512, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",0.6898830387836847
"(512, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",0.2620098512524214
"(512, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",0.1447442205479512
"(512, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",0.225826753446689
"(512, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",0.8715297728776932
"(512, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",0.21117993262715828
"(512, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",0.9601834760262415
"(512, 4096, 256, 1, 8193, 2, 0.1, 1e-05)",0.30475384589189136
"(512, 4096, 256, 1, 8193, 2, 0.1, 0.0001)",0.30035262478467745
"(512, 4096, 256, 1, 8193, 4, 0.1, 1e-05)",0.2813443673344759
"(512, 4096, 256, 1, 8193, 4, 0.1, 0.0001)",0.2511717102084404
"(512, 4096, 256, 2, 8193, 2, 0.1, 1e-05)",0.2441419005776063
"(512, 4096, 256, 2, 8193, 2, 0.1, 0.0001)",0.8385841483489062
"(512, 4096, 256, 2, 8193, 4, 0.1, 1e-05)",0.23289184425121698
"(512, 4096, 256, 2, 8193, 4, 0.1, 0.0001)",0.8584634894743944
"(1024, 2048, 64, 1, 8193, 2, 0.1, 1e-05)",0.3023038416718825
"(1024, 2048, 64, 1, 8193, 2, 0.1, 0.0001)",0.15429015514942315
"(1024, 2048, 64, 1, 8193, 4, 0.1, 1e-05)",0.30485392782168513
"(1024, 2048, 64, 1, 8193, 4, 0.1, 0.0001)",0.14629499337229973
"(1024, 2048, 64, 2, 8193, 2, 0.1, 1e-05)",0.27193870548254406
"(1024, 2048, 64, 2, 8193, 2, 0.1, 0.0001)",0.1324698584010968
"(1024, 2048, 64, 2, 8193, 4, 0.1, 1e-05)",0.27097150664298963
"(1024, 2048, 64, 2, 8193, 4, 0.1, 0.0001)",0.11970802396535873
"(1024, 2048, 128, 1, 8193, 2, 0.1, 1e-05)",0.3267062986508394
"(1024, 2048, 128, 1, 8193, 2, 0.1, 0.0001)",0.159669155589281
"(1024, 2048, 128, 1, 8193, 4, 0.1, 1e-05)",0.3148046103425515
"(1024, 2048, 128, 1, 8193, 4, 0.1, 0.0001)",0.14946434236107728
"(1024, 2048, 128, 2, 8193, 2, 0.1, 1e-05)",0.27841534522863537
"(1024, 2048, 128, 2, 8193, 2, 0.1, 0.0001)",0.13104947293416047
"(1024, 2048, 128, 2, 8193, 4, 0.1, 1e-05)",0.2717440332739781
"(1024, 2048, 128, 2, 8193, 4, 0.1, 0.0001)",0.12183390567317987
"(1024, 2048, 256, 1, 8193, 2, 0.1, 1e-05)",0.34503808120886487
"(1024, 2048, 256, 1, 8193, 2, 0.1, 0.0001)",0.30718595305314433
"(1024, 2048, 256, 1, 8193, 4, 0.1, 1e-05)",0.32938727736473083
"(1024, 2048, 256, 1, 8193, 4, 0.1, 0.0001)",0.16645968571687356
"(1024, 2048, 256, 2, 8193, 2, 0.1, 1e-05)",0.2946206019856991
"(1024, 2048, 256, 2, 8193, 2, 0.1, 0.0001)",0.14665479786120927
"(1024, 2048, 256, 2, 8193, 4, 0.1, 1e-05)",0.28133973288230407
"(1024, 2048, 256, 2, 8193, 4, 0.1, 0.0001)",0.1384624888499578
"(1024, 4096, 64, 1, 8193, 2, 0.1, 1e-05)",0.23821936891629145
"(1024, 4096, 64, 1, 8193, 2, 0.1, 0.0001)",0.9504171090248303
"(1024, 4096, 64, 1, 8193, 4, 0.1, 1e-05)",0.23113353311633453
"(1024, 4096, 64, 1, 8193, 4, 0.1, 0.0001)",0.13678126667554563
"(1024, 4096, 64, 2, 8193, 2, 0.1, 1e-05)",0.20372179141029334
"(1024, 4096, 64, 2, 8193, 2, 0.1, 0.0001)",0.9604651752190713
"(1024, 4096, 64, 2, 8193, 4, 0.1, 1e-05)",0.18966917970623726
"(1024, 4096, 64, 2, 8193, 4, 0.1, 0.0001)",0.17980050887816992
"(1024, 4096, 128, 1, 8193, 2, 0.1, 1e-05)",0.2447992272866078
"(1024, 4096, 128, 1, 8193, 2, 0.1, 0.0001)",0.7925474590215927
"(1024, 4096, 128, 1, 8193, 4, 0.1, 1e-05)",0.2354737292879667
"(1024, 4096, 128, 1, 8193, 4, 0.1, 0.0001)",0.13242752936023933
"(1024, 4096, 128, 2, 8193, 2, 0.1, 1e-05)",0.20515843853354454
"(1024, 4096, 128, 2, 8193, 2, 0.1, 0.0001)",0.9598670838735043
"(1024, 4096, 128, 2, 8193, 4, 0.1, 1e-05)",0.19042871825588056
"(1024, 4096, 128, 2, 8193, 4, 0.1, 0.0001)",0.1215694241034679
"(1024, 4096, 256, 1, 8193, 2, 0.1, 1e-05)",0.26660855878622103
"(1024, 4096, 256, 1, 8193, 2, 0.1, 0.0001)",0.666573438124779
"(1024, 4096, 256, 1, 8193, 4, 0.1, 1e-05)",0.25612776841108614
"(1024, 4096, 256, 1, 8193, 4, 0.1, 0.0001)",0.6053905273095156
"(1024, 4096, 256, 2, 8193, 2, 0.1, 1e-05)",0.2206457544786808
"(1024, 4096, 256, 2, 8193, 2, 0.1, 0.0001)",0.8955473510118631
"(1024, 4096, 256, 2, 8193, 4, 0.1, 1e-05)",0.2105291778078446
"(1024, 4096, 256, 2, 8193, 4, 0.1, 0.0001)",0.9570284187793732
